銘柄コード,銘柄名,市場区分,日経225採否
4395,アクリート,グロース（内国株式）,False
4396,システムサポートホールディングス,プライム（内国株式）,False
4397,チームスピリット,グロース（内国株式）,False
4398,ブロードバンドセキュリティ,スタンダード（内国株式）,False
4401,ＡＤＥＫＡ,プライム（内国株式）,False
4403,日油,プライム（内国株式）,False
4404,ミヨシ油脂,スタンダード（内国株式）,False
4406,新日本理化,スタンダード（内国株式）,False
4409,東邦化学工業,スタンダード（内国株式）,False
4410,ハリマ化成グループ,プライム（内国株式）,False
4412,サイエンスアーツ,グロース（内国株式）,False
4413,ボードルア,プライム（内国株式）,False
4414,フレクト,グロース（内国株式）,False
4415,ブロードエンタープライズ,グロース（内国株式）,False
4416,Ｔｒｕｅ　Ｄａｔａ,グロース（内国株式）,False
4417,グローバルセキュリティエキスパート,グロース（内国株式）,False
4418,ＪＤＳＣ,グロース（内国株式）,False
4419,Ｆｉｎａｔｅｘｔホールディングス,グロース（内国株式）,False
4420,イーソル,スタンダード（内国株式）,False
4421,ディ・アイ・システム,スタンダード（内国株式）,False
4422,ＶＡＬＵＥＮＥＸ,グロース（内国株式）,False
4424,Ａｍａｚｉａ,グロース（内国株式）,False
4425,Ｋｕｄａｎ,グロース（内国株式）,False
4427,ＥｄｕＬａｂ,グロース（内国株式）,False
4428,シノプス,グロース（内国株式）,False
4429,リックソフト,グロース（内国株式）,False
4430,東海ソフト,スタンダード（内国株式）,False
4431,スマレジ,グロース（内国株式）,False
4432,ウイングアーク１ｓｔ,プライム（内国株式）,False
4433,ヒト・コミュニケーションズ・ホールディングス,プライム（内国株式）,False
4434,サーバーワークス,スタンダード（内国株式）,False
4436,ミンカブ・ジ・インフォノイド,グロース（内国株式）,False
4437,ｇｏｏｄｄａｙｓホールディングス,グロース（内国株式）,False
4438,Ｗｅｌｂｙ,グロース（内国株式）,False
4439,東名,スタンダード（内国株式）,False
4440,ヴィッツ,スタンダード（内国株式）,False
4441,トビラシステムズ,スタンダード（内国株式）,False
4442,バルテス・ホールディングス,グロース（内国株式）,False
4443,Ｓａｎｓａｎ,プライム（内国株式）,False
4444,インフォネット,グロース（内国株式）,False
4445,リビン・テクノロジーズ,グロース（内国株式）,False
4446,Ｌｉｎｋ－Ｕグループ,プライム（内国株式）,False
4447,ピー・ビーシステムズ,グロース（内国株式）,False
4448,ｋｕｂｅｌｌ,グロース（内国株式）,False
4449,ギフティ,プライム（内国株式）,False
4450,パワーソリューションズ,グロース（内国株式）,False
4452,花王,プライム（内国株式）,True
4461,第一工業製薬,プライム（内国株式）,False
4462,石原ケミカル,プライム（内国株式）,False
4463,日華化学,スタンダード（内国株式）,False
4464,ソフト９９コーポレーション,スタンダード（内国株式）,False
4465,ニイタカ,スタンダード（内国株式）,False
4471,三洋化成工業,プライム（内国株式）,False
4475,ＨＥＮＮＧＥ,グロース（内国株式）,False
4476,ＡＩ　ＣＲＯＳＳ,グロース（内国株式）,False
4477,ＢＡＳＥ,グロース（内国株式）,False
4478,フリー,グロース（内国株式）,False
4479,マクアケ,グロース（内国株式）,False
4480,メドレー,プライム（内国株式）,False
4481,ベース,プライム（内国株式）,False
4482,ウィルズ,グロース（内国株式）,False
4483,ＪＭＤＣ,プライム（内国株式）,False
4484,ランサーズ,グロース（内国株式）,False
4486,ユナイトアンドグロウ,グロース（内国株式）,False
4487,スペースマーケット,グロース（内国株式）,False
4488,ＡＩ　ｉｎｓｉｄｅ,グロース（内国株式）,False
4490,ビザスク,グロース（内国株式）,False
4491,コンピューターマネージメント,スタンダード（内国株式）,False
4492,ゼネテック,スタンダード（内国株式）,False
4493,サイバーセキュリティクラウド,グロース（内国株式）,False
4494,バリオセキュア,スタンダード（内国株式）,False
4495,アイキューブドシステムズ,グロース（内国株式）,False
4496,コマースＯｎｅホールディングス,グロース（内国株式）,False
4498,サイバートラスト,グロース（内国株式）,False
4499,Ｓｐｅｅｅ,スタンダード（内国株式）,False
4502,武田薬品工業,プライム（内国株式）,True
4503,アステラス製薬,プライム（内国株式）,True
4506,住友ファーマ,プライム（内国株式）,True
4507,塩野義製薬,プライム（内国株式）,True
4512,わかもと製薬,スタンダード（内国株式）,False
4516,日本新薬,プライム（内国株式）,False
4519,中外製薬,プライム（内国株式）,True
4521,科研製薬,プライム（内国株式）,False
4523,エーザイ,プライム（内国株式）,True
4524,森下仁丹,スタンダード（内国株式）,False
4526,理研ビタミン,プライム（内国株式）,False
4527,ロート製薬,プライム（内国株式）,False
4528,小野薬品工業,プライム（内国株式）,False
4530,久光製薬,プライム（内国株式）,False
4531,有機合成薬品工業,スタンダード（内国株式）,False
4534,持田製薬,プライム（内国株式）,False
4536,参天製薬,プライム（内国株式）,False
4538,扶桑薬品工業,プライム（内国株式）,False
4539,日本ケミファ,スタンダード（内国株式）,False
4540,ツムラ,プライム（内国株式）,False
4543,テルモ,プライム（内国株式）,True
4544,Ｈ．Ｕ．グループホールディングス,プライム（内国株式）,False
4547,キッセイ薬品工業,プライム（内国株式）,False
4548,生化学工業,プライム（内国株式）,False
4549,栄研化学,プライム（内国株式）,False
4552,ＪＣＲファーマ,プライム（内国株式）,False
4553,東和薬品,プライム（内国株式）,False
4554,富士製薬工業,プライム（内国株式）,False
4556,カイノス,スタンダード（内国株式）,False
4558,中京医薬品,スタンダード（内国株式）,False
4559,ゼリア新薬工業,プライム（内国株式）,False
