銘柄コード,銘柄名,市場区分,日経225採否,前日終値,時価総額,平均取引量,PBR,PER
1301,極洋,プライム（内国株式）,False,5070.0,60337192960.0,50926.0,0.8833867,8.954224
1305,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ（年１回決算型）,ETF・ETN,False,3295.0,8676220338176.0,156113.0,0.0,15.461329
1306,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ連動型上場投信,ETF・ETN,False,3261.0,0.0,1261767.0,0.0,15.466754
1308,上場インデックスファンドＴＯＰＩＸ,ETF・ETN,False,3222.0,0.0,242082.0,0.0,15.478521
1309,ＮＥＸＴ　ＦＵＮＤＳ　ＣｈｉｎａＡＭＣ・中国株式・上証５０連動型上場投信,ETF・ETN,False,49200.0,0.0,149.0,0.0,0.0
130A,Ｖｅｒｉｔａｓ　Ｉｎ　Ｓｉｌｉｃｏ,グロース（内国株式）,False,705.0,4456644608.0,284171.0,2.2007027,0.0
1311,ＮＥＸＴ　ＦＵＮＤＳ　ＴＯＰＩＸ　Ｃｏｒｅ　３０連動型上場投信,ETF・ETN,False,1627.0,0.0,14738.0,0.0,16.33512
1319,ＮＥＸＴ　ＦＵＮＤＳ　日経３００株価指数連動型上場投信,ETF・ETN,False,598.0,0.0,3650.0,0.0,15.104962
131A,ＣＣＮグループ,PRO Market,False,0.0,1573721984.0,0.0,0.0,9.2423115
1320,ｉＦｒｅｅＥＴＦ　日経２２５（年１回決算型）,ETF・ETN,False,45020.0,0.0,39862.0,0.0,19.917057
1321,ＮＥＸＴ　ＦＵＮＤＳ　日経２２５連動型上場投信,ETF・ETN,False,45190.0,0.0,229332.0,0.0,19.903694
1322,上場インデックスファンド中国Ａ株（パンダ）Ｅ　Ｆｕｎｄ　ＣＳＩ３００,ETF・ETN,False,9885.0,0.0,1254.0,0.0,14.517145
1325,ＮＥＸＴ　ＦＵＮＤＳ　ブラジル株式指数・ボベスパ連動型上場投信,ETF・ETN,False,216.0,0.0,42187.0,0.0,6.0007324
1326,ＳＰＤＲゴールド・シェア,ETF・ETN,False,49510.0,13220454596608.0,17112.0,290.02982,0.0
1328,ＮＥＸＴ　ＦＵＮＤＳ　金価格連動型上場投信,ETF・ETN,False,12865.0,0.0,37364.0,0.0,0.0
1329,ｉシェアーズ・コア　日経２２５　ＥＴＦ,ETF・ETN,False,4526.0,0.0,465707.0,0.0,21.21081
132A,アイエヌホールディングス,PRO Market,False,0.0,1742400000.0,0.0,1.4666667,87.64941
1330,上場インデックスファンド２２５,ETF・ETN,False,45190.0,0.0,39805.0,0.0,19.921297
1332,ニッスイ,プライム（内国株式）,True,1071.0,325325258752.0,1273925.0,1.2315793,13.147581
1333,マルハニチロ,プライム（内国株式）,False,3510.0,177399611392.0,184347.0,0.7832383,7.6246967
133A,グローバルＸ　超短期米国債　ＥＴＦ,ETF・ETN,False,996.0,0.0,39779.0,0.0,0.0
1343,ＮＥＸＴ　ＦＵＮＤＳ　東証ＲＥＩＴ　指数連動型上場投信,ETF・ETN,False,2062.0,0.0,600410.0,0.0,20.739311
1345,上場インデックスファンドＪリート（東証ＲＥＩＴ指数）隔月分配型,ETF・ETN,False,1928.0,0.0,56947.0,0.0,20.513718
1346,ＭＡＸＩＳ　日経２２５上場投信,ETF・ETN,False,45250.0,0.0,22028.0,0.0,19.901733
1348,ＭＡＸＩＳ　トピックス上場投信,ETF・ETN,False,3252.0,0.0,100019.0,0.0,15.466545
1349,ＡＢＦ汎アジア債券インデックス・ファンド,ETF・ETN,False,17050.0,543985991680.0,84.0,140.8433,0.0
134A,アプライズ,PRO Market,False,0.0,360000000.0,0.0,0.0,14.044944
1356,ＴＯＰＩＸベア２倍上場投信,ETF・ETN,False,210.0,0.0,1960849.0,0.0,0.0
1357,ＮＥＸＴ　ＦＵＮＤＳ　日経平均ダブルインバース・インデックス連動型上場投信,ETF・ETN,False,8192.0,0.0,2299640.0,0.0,0.0
1358,上場インデックスファンド日経レバレッジ指数,ETF・ETN,False,61920.0,0.0,12195.0,0.0,20.58346
135A,ＶＲＡＩＮ　Ｓｏｌｕｔｉｏｎ,グロース（内国株式）,False,2419.0,24213450752.0,128563.0,19.035734,57.90619
1360,日経平均ベア２倍上場投信,ETF・ETN,False,201.0,0.0,50041997.0,0.0,0.0
1364,ｉシェアーズ　ＪＰＸ日経４００　ＥＴＦ,ETF・ETN,False,2878.0,0.0,11543.0,0.0,16.478363
1365,ｉＦｒｅｅＥＴＦ　日経平均レバレッジ・インデックス,ETF・ETN,False,50550.0,0.0,45039.0,0.0,0.0
1366,ｉＦｒｅｅＥＴＦ　日経平均ダブルインバース・インデックス,ETF・ETN,False,207.0,0.0,2891372.0,0.0,0.0
1367,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸレバレッジ（２倍）指数,ETF・ETN,False,46470.0,0.0,6750.0,0.0,0.0
1368,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸダブルインバース（－２倍）指数,ETF・ETN,False,305.0,0.0,148300.0,0.0,0.0
1369,Ｏｎｅ　ＥＴＦ　日経２２５,ETF・ETN,False,43960.0,0.0,6473.0,0.0,19.91997
136A,三興商事,PRO Market,False,0.0,1039200000.0,0.0,0.0,8.532355
1375,ユキグニファクトリー,プライム（内国株式）,False,1077.0,42944299008.0,51903.0,3.8230534,28.567638
1376,カネコ種苗,スタンダード（内国株式）,False,1431.0,16023058432.0,7782.0,0.6405893,13.43423
1377,サカタのタネ,プライム（内国株式）,False,3650.0,157982588928.0,100006.0,0.97864753,16.393442
1379,ホクト,プライム（内国株式）,False,1926.0,60297945088.0,41909.0,1.042231,15.764436
137A,Ｃｏｃｏｌｉｖｅ,グロース（内国株式）,False,1390.0,4143765248.0,27749.0,11.204001,21.34849
1380,秋川牧園,スタンダード（内国株式）,False,1017.0,4248333312.0,2331.0,1.9907866,151.86288
1381,アクシーズ,スタンダード（内国株式）,False,3055.0,17099867136.0,2511.0,0.79165983,12.811343
1382,ホーブ,スタンダード（内国株式）,False,1850.0,1380167808.0,9053.0,1.8255401,59.351456
1383,ベルグアース,スタンダード（内国株式）,False,3000.0,4801229824.0,1219.0,2.4114614,0.0
1384,ホクリヨウ,スタンダード（内国株式）,False,2354.0,19590858752.0,39003.0,1.9786823,8.976745
138A,光フードサービス,グロース（内国株式）,False,2390.0,2423456000.0,3246.0,1.8699272,22.76582
1397,ＳＭＤＡＭ　日経２２５上場投信,ETF・ETN,False,44080.0,0.0,3526.0,0.0,19.908495
1398,ＳＭＤＡＭ　東証ＲＥＩＴ指数上場投信,ETF・ETN,False,1950.0,0.0,185286.0,0.0,20.409924
1399,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ,ETF・ETN,False,2562.0,0.0,685.0,0.0,12.534586
139A,東日本地所,PRO Market,False,0.0,1675000064.0,0.0,1.6800401,7.6219516
1401,エムビーエス,グロース（内国株式）,False,1505.0,10836296704.0,76430.0,3.0018682,23.700401
1407,ウエストホールディングス,スタンダード（内国株式）,False,1826.0,70673408000.0,369593.0,2.2455175,14.479565
140A,ｉＦｒｅｅＥＴＦ　米国１０年国債先物インバース,ETF・ETN,False,1945.0,0.0,857.0,0.0,0.0
1414,ショーボンドホールディングス,プライム（内国株式）,False,5015.0,254219993088.0,227385.0,2.4188156,17.055538
1417,ミライト・ワン,プライム（内国株式）,False,2883.0,255561711616.0,339725.0,1.0105419,15.2019005
1418,インターライフホールディングス,スタンダード（内国株式）,False,460.0,7030831616.0,74026.0,1.625672,9.966996
1419,タマホーム,プライム（内国株式）,False,3755.0,107836104704.0,165082.0,3.1488678,72.8412
141A,トライアルホールディングス,グロース（内国株式）,False,2453.0,294807339008.0,2116544.0,2.3407917,25.29868
1420,サンヨーホームズ,スタンダード（内国株式）,False,702.0,7866541568.0,11120.0,0.5230422,11.655321
1429,日本アクア,プライム（内国株式）,False,916.0,29216919552.0,88233.0,2.8621602,14.409312
142A,ジンジブ,グロース（内国株式）,False,953.0,2583313920.0,22763.0,0.0,13.980521
1430,ファーストコーポレーション,スタンダード（内国株式）,False,989.0,11731953664.0,29901.0,1.2020555,7.0318656
1431,Ｌｉｂ　Ｗｏｒｋ,グロース（内国株式）,False,786.0,18202322944.0,107388.0,3.8617465,50.06394
1432,動力,PRO Market,False,0.0,0.0,0.0,0.0,0.0
1433,ベステラ,プライム（内国株式）,False,1098.0,10885859328.0,101055.0,1.8501865,23.318192
1434,ＪＥＳＣＯホールディングス,スタンダード（内国株式）,False,1316.0,9504621568.0,68271.0,1.394148,10.866979
1435,ｒｏｂｏｔ　ｈｏｍｅ,スタンダード（内国株式）,False,191.0,16718460928.0,381666.0,1.7787468,29.76
1436,グリーンエナジー＆カンパニー,グロース（内国株式）,False,2425.0,9909084160.0,4607.0,1.8941226,36.789856
1438,岐阜造園,スタンダード（内国株式）,False,2003.0,6474693120.0,1695.0,1.5896631,20.305033
143A,イシン,グロース（内国株式）,False,1048.0,2019671552.0,70536.0,1.6746849,11.408298
1443,技研ホールディングス,スタンダード（内国株式）,False,242.0,3798873088.0,264468.0,0.33912405,7.7227726
1444,ニッソウ,グロース（内国株式）,False,2738.0,2953596416.0,4661.0,1.742539,25.378294
1445,ひかりホールディングス,PRO Market,False,0.0,732830016.0,0.0,3.118427,0.0
1446,キャンディル,スタンダード（内国株式）,False,556.0,5168028672.0,7747.0,1.7985901,29.602121
1447,ＳＡＡＦホールディングス,グロース（内国株式）,False,263.0,6379048960.0,55636.0,2.4504051,0.0
144A,エネルギーパワー,PRO Market,False,0.0,3600000000.0,0.0,0.0,0.0
1450,ＴＡＮＡＫＥＮ,スタンダード（内国株式）,False,1421.0,12569694208.0,9538.0,1.5571977,7.9754944
1452,横浜ライト工業,PRO Market,False,0.0,925999680.0,0.0,0.9063795,6.876818
1456,ｉＦｒｅｅＥＴＦ　日経平均インバース・インデックス,ETF・ETN,False,2086.0,0.0,87754.0,0.0,0.0
1457,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸインバース（－１倍）指数,ETF・ETN,False,2440.0,0.0,38700.0,0.0,0.0
1458,楽天ＥＴＦ‐日経レバレッジ指数連動型,ETF・ETN,False,38970.0,0.0,298355.0,0.0,0.0
1459,楽天ＥＴＦ‐日経ダブルインバース指数連動型,ETF・ETN,False,330.0,0.0,13697354.0,0.0,0.0
145A,Ｌ　ｉｓ　Ｂ,グロース（内国株式）,False,1354.0,6523870208.0,70614.0,3.6974537,90.411934
1466,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００ダブルインバース・インデックス,ETF・ETN,False,402.0,0.0,6522.0,0.0,0.0
1469,ＪＰＸ日経４００ベア２倍上場投信（ダブルインバース）,ETF・ETN,False,389.0,0.0,8841.0,0.0,0.0
146A,コロンビア・ワークス,スタンダード（内国株式）,False,3695.0,24792936448.0,57092.0,1.9991074,10.223953
1472,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経４００ダブルインバース・インデックス連動型上場投信,ETF・ETN,False,157.0,0.0,15006.0,0.0,0.0
1473,Ｏｎｅ　ＥＴＦ　トピックス,ETF・ETN,False,3192.0,8714567811072.0,39807.0,0.0,15.423921
1474,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経４００,ETF・ETN,False,28470.0,0.0,626.0,0.0,15.357573
1475,ｉシェアーズ・コア　ＴＯＰＩＸ　ＥＴＦ,ETF・ETN,False,321.0,0.0,2929793.0,0.0,16.577467
1476,ｉシェアーズ・コア　Ｊリート　ＥＴＦ,ETF・ETN,False,1978.0,0.0,181201.0,0.0,21.135115
1477,ｉシェアーズ　ＭＳＣＩ　日本株最小分散　ＥＴＦ,ETF・ETN,False,2845.0,0.0,2322.0,0.0,16.844244
1478,ｉシェアーズ　ＭＳＣＩ　ジャパン高配当利回り　ＥＴＦ,ETF・ETN,False,4223.0,0.0,48532.0,0.0,12.175314
1479,ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株人材設備投資指数,ETF・ETN,False,39400.0,0.0,3.0,0.0,19.829054
147A,ソラコム,グロース（内国株式）,False,1045.0,46326886400.0,135188.0,4.444367,136.17021
1480,ＮＥＸＴ　ＦＵＮＤＳ　野村企業価値分配指数連動型上場投信,ETF・ETN,False,30200.0,0.0,73.0,0.0,18.065351
1481,上場インデックスファンド日本経済貢献株,ETF・ETN,False,3140.0,0.0,27.0,0.0,14.977517
1482,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ（為替ヘッジあり）,ETF・ETN,False,1665.0,0.0,70718.0,0.0,0.0
1483,ｉシェアーズ　ＪＰＸ／Ｓ＆Ｐ設備・人材投資　ＥＴＦ,ETF・ETN,False,3111.0,0.0,42.0,0.0,16.038712
1484,Ｏｎｅ　ＥＴＦ　ＪＰＸ／Ｓ＆Ｐ　設備・人材投資指数,ETF・ETN,False,3100.0,0.0,319.0,0.0,14.944699
1485,ＭＡＸＩＳ　ＪＡＰＡＮ　設備・人材積極投資企業２００上場投信,ETF・ETN,False,44220.0,0.0,0.0,0.0,17.529654
1486,上場インデックスファンド米国債券（為替ヘッジなし）,ETF・ETN,False,23230.0,0.0,1027.0,0.0,0.0
1487,上場インデックスファンド米国債券（為替ヘッジあり）,ETF・ETN,False,12750.0,0.0,1758.0,0.0,0.0
1488,ｉＦｒｅｅＥＴＦ　東証ＲＥＩＴ指数,ETF・ETN,False,1961.0,0.0,179118.0,0.0,20.421589
1489,ＮＥＸＴ　ＦＵＮＤＳ　日経平均高配当株５０指数連動型上場投信,ETF・ETN,False,2597.0,0.0,444443.0,0.0,10.550136
148A,ハッチ・ワーク,グロース（内国株式）,False,2359.0,4464429056.0,20573.0,4.962373,21.832304
1490,上場インデックスファンドＭＳＣＩ日本株高配当低ボラティリティ（βヘッジ）,ETF・ETN,False,7715.0,0.0,4.0,0.0,12.161012
1491,中外鉱業,スタンダード（内国株式）,False,61.0,17004331008.0,4480636.0,2.1115167,13.94799
1493,Ｏｎｅ　ＥＴＦ　ＪＰＸ日経中小型,ETF・ETN,False,21500.0,0.0,754.0,0.0,12.135073
1494,Ｏｎｅ　ＥＴＦ　高配当日本株,ETF・ETN,False,36340.0,0.0,1323.0,0.0,10.962193
1495,上場インデックスファンドアジアリート,ETF・ETN,False,11005.0,0.0,448.0,0.0,17.563599
1496,ｉシェアーズ　米ドル建て投資適格社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,False,1776.0,0.0,17773.0,0.0,0.0
1497,ｉシェアーズ　米ドル建てハイイールド社債　ＥＴＦ（為替ヘッジあり）,ETF・ETN,False,1833.0,0.0,14604.0,0.0,10.91748
1498,Ｏｎｅ　ＥＴＦ　ＥＳＧ,ETF・ETN,False,24780.0,0.0,152.0,0.0,15.341778
1499,ＭＡＸＩＳ日本株高配当７０マーケットニュートラル上場投信,ETF・ETN,False,9177.0,0.0,178.0,0.0,11.882351
149A,シンカ,グロース（内国株式）,False,948.0,2960091392.0,7863.0,2.900877,70.48558
150A,ＪＳＨ,グロース（内国株式）,False,444.0,2475619840.0,12555.0,1.2113938,17.36717
1514,住石ホールディングス,スタンダード（内国株式）,False,628.0,37545230336.0,250439.0,1.4312216,8.183476
1515,日鉄鉱業,プライム（内国株式）,False,8500.0,133120638976.0,40009.0,0.938628,15.478913
1518,三井松島ホールディングス,プライム（内国株式）,False,6930.0,53739270144.0,82920.0,1.1439878,9.162077
151A,ダイブ,グロース（内国株式）,False,750.0,6310577152.0,55598.0,3.3293958,20.832193
152A,オプティ,PRO Market,False,0.0,278235584.0,0.0,0.0,4.992423
153A,カウリス,グロース（内国株式）,False,2273.0,14570516480.0,212657.0,9.776755,45.078346
1540,純金上場信託（現物国内保管型）,ETF・ETN,False,16405.0,0.0,333224.0,0.0,0.0
1541,純プラチナ上場信託（現物国内保管型）,ETF・ETN,False,6187.0,0.0,74825.0,0.0,0.0
1542,純銀上場信託（現物国内保管型）,ETF・ETN,False,18185.0,0.0,37049.0,0.0,0.0
1543,純パラジウム上場信託（現物国内保管型）,ETF・ETN,False,48750.0,0.0,1478.0,0.0,0.0
1545,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジなし）連動型上場投信,ETF・ETN,False,35550.0,0.0,34301.0,0.0,22.486774
1546,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジなし）連動型上場投信,ETF・ETN,False,65310.0,0.0,2508.0,0.0,1.910127
1547,上場インデックスファンド米国株式（Ｓ＆Ｐ５００）,ETF・ETN,False,10460.0,0.0,31241.0,0.0,26.908863
154A,ＧＡＩＡ,PRO Market,False,0.0,926721984.0,0.0,0.0,48.542263
1550,ＭＡＸＩＳ　海外株式（ＭＳＣＩコクサイ）上場投信,ETF・ETN,False,6477.0,0.0,5550.0,0.0,25.654879
1551,東証スタンダードＴＯＰ２０ＥＴＦ,ETF・ETN,False,6156.0,0.0,466.0,0.0,18.745588
1554,上場インデックスファンド世界株式（ＭＳＣＩ　ＡＣＷＩ）除く日本,ETF・ETN,False,5355.0,0.0,4518.0,0.0,22.863808
1555,上場インデックスファンド豪州リート（Ｓ＆Ｐ／ＡＳＸ２００　Ａ－ＲＥＩＴ）,ETF・ETN,False,2435.0,0.0,2312.0,0.0,30.418295
1557,ＳＰＤＲ　Ｓ＆Ｐ５００　ＥＴＦ,ETF・ETN,False,96150.0,91126379839488.0,2849.0,224.36047,8.123839
1559,ＮＥＸＴ　ＦＵＮＤＳ　タイ株式ＳＥＴ５０指数連動型上場投信,ETF・ETN,False,3480.0,0.0,576.0,0.0,13.58061
155A,情報戦略テクノロジー,グロース（内国株式）,False,1050.0,10521257984.0,1498477.0,5.7056837,55.39135
1560,ＮＥＸＴ　ＦＵＮＤＳ　ＦＴＳＥブルサ・マレーシアＫＬＣＩ連動型上場投信,ETF・ETN,False,5237.0,0.0,416.0,0.0,17.056387
1563,東証グロース・コアＥＴＦ,ETF・ETN,False,2416.0,0.0,19690.0,0.0,25.422148
1566,上場インデックスファンド新興国債券,ETF・ETN,False,50600.0,0.0,475.0,0.0,0.0
1568,ＴＯＰＩＸブル２倍上場投信,ETF・ETN,False,602.0,0.0,3712677.0,0.0,0.0
1569,ＴＯＰＩＸベア上場投信,ETF・ETN,False,1021.0,0.0,52881.0,0.0,0.0
156A,マテリアルグループ,グロース（内国株式）,False,855.0,8140042240.0,69833.0,3.9553216,12.646578
1570,ＮＥＸＴ　ＦＵＮＤＳ　日経平均レバレッジ・インデックス連動型上場投信,ETF・ETN,False,32860.0,0.0,3769792.0,0.0,0.0
1571,ＮＥＸＴ　ＦＵＮＤＳ　日経平均インバース・インデックス連動型上場投信,ETF・ETN,False,490.0,0.0,1619835.0,0.0,0.0
1572,中国Ｈ株ブル２倍上場投信,ETF・ETN,False,8250.0,0.0,10883.0,0.0,0.0
1573,中国Ｈ株ベア上場投信,ETF・ETN,False,7276.0,0.0,1288.0,0.0,0.0
1577,ＮＥＸＴ　ＦＵＮＤＳ　野村日本株高配当７０連動型上場投信,ETF・ETN,False,44530.0,0.0,3272.0,0.0,11.329752
1578,上場インデックスファンド日経２２５（ミニ）,ETF・ETN,False,3490.0,0.0,19579.0,0.0,19.89966
1579,日経平均ブル２倍上場投信,ETF・ETN,False,354.0,0.0,27820466.0,0.0,0.0
157A,グリーンモンスター,グロース（内国株式）,False,539.0,1675912704.0,10246.0,1.1778898,46.95122
1580,日経平均ベア上場投信,ETF・ETN,False,1300.0,0.0,336097.0,0.0,0.0
1585,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,False,2110.0,0.0,177.0,0.0,16.14622
1586,上場インデックスファンドＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,False,2455.0,0.0,121.0,0.0,16.197449
158A,エクセリ,PRO Market,False,0.0,383044000.0,0.0,0.0,47.17221
1591,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸ日経インデックス４００連動型上場投信,ETF・ETN,False,28260.0,0.0,3052.0,0.0,15.412049
1592,上場インデックスファンドＪＰＸ日経インデックス４００,ETF・ETN,False,2584.0,0.0,10406.0,0.0,15.377231
1593,ＭＡＸＩＳ　ＪＰＸ日経インデックス４００上場投信,ETF・ETN,False,28860.0,0.0,1062.0,0.0,15.368543
1595,ＮＺＡＭ　上場投信　東証ＲＥＩＴ指数,ETF・ETN,False,1957.0,0.0,92893.0,0.0,20.734787
1596,ＮＺＡＭ　上場投信　ＴＯＰＩＸ　Ｅｘ－Ｆｉｎａｎｃｉａｌｓ,ETF・ETN,False,2410.0,0.0,11.0,0.0,14.872433
1597,ＭＡＸＩＳ　Ｊリート上場投信,ETF・ETN,False,1950.0,0.0,180708.0,0.0,20.3899
1599,ｉＦｒｅｅＥＴＦ　ＪＰＸ日経４００,ETF・ETN,False,28645.0,0.0,199.0,0.0,15.349045
159A,ＮＥＸＴ　ＦＵＮＤＳ　ＪＰＸプライム１５０指数連動型上場投信,ETF・ETN,False,580.0,0.0,8191.0,0.0,18.985207
1605,ＩＮＰＥＸ,プライム（内国株式）,True,2615.0,3188104364032.0,6874068.0,0.6951276,7.3460436
160A,アズパートナーズ,スタンダード（内国株式）,False,3235.0,11242842112.0,18622.0,2.7101483,11.835984
1615,ＮＥＸＴ　ＦＵＮＤＳ　東証銀行業株価指数連動型上場投信,ETF・ETN,False,457.0,0.0,2566115.0,0.0,12.959934
1617,ＮＥＸＴ　ＦＵＮＤＳ　食品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,40290.0,0.0,176.0,0.0,23.243387
1618,ＮＥＸＴ　ＦＵＮＤＳ　エネルギー資源（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,24095.0,0.0,635.0,0.0,11.230369
1619,ＮＥＸＴ　ＦＵＮＤＳ　建設・資材（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,37600.0,0.0,319.0,0.0,13.355297
161A,三葉,PRO Market,False,0.0,1124999936.0,0.0,10.92233,11.890921
1620,ＮＥＸＴ　ＦＵＮＤＳ　素材・化学（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,29820.0,0.0,645.0,0.0,16.014269
1621,ＮＥＸＴ　ＦＵＮＤＳ　医薬品（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,27090.0,0.0,735.0,0.0,22.835903
1622,ＮＥＸＴ　ＦＵＮＤＳ　自動車・輸送機（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,32690.0,0.0,918.0,0.0,9.138498
1623,ＮＥＸＴ　ＦＵＮＤＳ　鉄鋼・非鉄（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,35950.0,0.0,504.0,0.0,12.80651
1624,ＮＥＸＴ　ＦＵＮＤＳ　機械（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,67030.0,0.0,272.0,0.0,20.188238
1625,ＮＥＸＴ　ＦＵＮＤＳ　電機・精密（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,41380.0,0.0,365.0,0.0,23.557528
1626,ＮＥＸＴ　ＦＵＮＤＳ　情報通信・サービスその他（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,43530.0,0.0,214.0,0.0,22.261461
1627,ＮＥＸＴ　ＦＵＮＤＳ　電力・ガス（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,10415.0,0.0,2791.0,0.0,6.8676004
1628,ＮＥＸＴ　ＦＵＮＤＳ　運輸・物流（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,21230.0,0.0,826.0,0.0,9.585334
1629,ＮＥＸＴ　ＦＵＮＤＳ　商社・卸売（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,99190.0,0.0,916.0,0.0,11.6776495
162A,ＡＩセレクトメガトレンド　日本株（ネットリターン）ＥＴＮ,ETF・ETN,False,11335.0,0.0,121.0,0.0,0.0
1630,ＮＥＸＴ　ＦＵＮＤＳ　小売（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,35040.0,0.0,262.0,0.0,26.68566
1631,ＮＥＸＴ　ＦＵＮＤＳ　銀行（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,24560.0,0.0,3114.0,0.0,12.963836
1632,ＮＥＸＴ　ＦＵＮＤＳ　金融（除く銀行）（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,32580.0,0.0,683.0,0.0,11.02739
1633,ＮＥＸＴ　ＦＵＮＤＳ　不動産（ＴＯＰＩＸ－１７）上場投信,ETF・ETN,False,47990.0,0.0,337.0,0.0,13.765901
163A,半導体フォーカス　日本株（ネットリターン）ＥＴＮ,ETF・ETN,False,9250.0,0.0,4120.0,0.0,0.0
164A,アップルパーク,PRO Market,False,0.0,2641319936.0,0.0,0.0,9.460557
1651,ｉＦｒｅｅＥＴＦ　ＴＯＰＩＸ高配当４０指数,ETF・ETN,False,2408.0,0.0,18483.0,0.0,12.109993
1652,ｉＦｒｅｅＥＴＦ　ＭＳＣＩ日本株女性活躍指数（ＷＩＮ）,ETF・ETN,False,3684.0,0.0,996.0,0.0,16.750452
1653,ｉＦｒｅｅＥＴＦ　ＭＳＣＩジャパンＥＳＧセレクト・リーダーズ指数,ETF・ETN,False,4025.0,0.0,1173.0,0.0,16.046017
1654,ｉＦｒｅｅＥＴＦ　ＦＴＳＥ　Ｂｌｏｓｓｏｍ　Ｊａｐａｎ　Ｉｎｄｅｘ,ETF・ETN,False,2514.0,0.0,485.0,0.0,15.342108
1655,ｉシェアーズ　Ｓ＆Ｐ　５００　米国株　ＥＴＦ,ETF・ETN,False,694.0,0.0,2032772.0,0.0,27.534384
1656,ｉシェアーズ・コア　米国債７－１０年　ＥＴＦ,ETF・ETN,False,299.0,0.0,96951.0,0.0,0.0
1657,ｉシェアーズ・コア　ＭＳＣＩ　先進国株（除く日本）ＥＴＦ,ETF・ETN,False,5782.0,0.0,2308.0,0.0,24.716616
1658,ｉシェアーズ・コア　ＭＳＣＩ　新興国株　ＥＴＦ,ETF・ETN,False,3162.0,0.0,6508.0,0.0,15.373498
1659,ｉシェアーズ　米国リート　ＥＴＦ,ETF・ETN,False,3183.0,0.0,10313.0,0.0,32.180443
165A,ＳＢＩレオスひふみ,グロース（内国株式）,False,212.0,20378523648.0,332657.0,3.0998325,14.523974
1660,ＭＡＸＩＳ高利回りＪリート上場投信,ETF・ETN,False,11100.0,0.0,6450.0,0.0,20.0847
1662,石油資源開発,プライム（内国株式）,False,1228.0,318098604032.0,1069736.0,0.6074743,3.9477866
1663,Ｋ＆Ｏエナジーグループ,プライム（内国株式）,False,3160.0,84469104640.0,183814.0,0.8328408,10.643664
166A,タスキホールディングス,グロース（内国株式）,False,818.0,44242014208.0,592657.0,1.8165625,15.387496
1671,ＷＴＩ原油価格連動型上場投信,ETF・ETN,False,2998.0,0.0,349684.0,0.0,0.0
1672,ＷｉｓｄｏｍＴｒｅｅ　金上場投資信託,ETF・ETN,False,50030.0,0.0,729.0,0.0,0.0
1673,ＷｉｓｄｏｍＴｒｅｅ　銀上場投資信託,ETF・ETN,False,5555.0,0.0,9624.0,0.0,0.0
1674,ＷｉｓｄｏｍＴｒｅｅ　白金上場投資信託,ETF・ETN,False,18700.0,0.0,2072.0,0.0,0.0
1675,ＷｉｓｄｏｍＴｒｅｅ　パラジウム上場投資信託,ETF・ETN,False,15460.0,0.0,937.0,0.0,0.0
1676,ＷｉｓｄｏｍＴｒｅｅ　貴金属バスケット上場投資信託,ETF・ETN,False,31860.0,0.0,83.0,0.0,0.0
1677,上場インデックスファンド海外債券（ＦＴＳＥ　ＷＧＢＩ）毎月分配型,ETF・ETN,False,56400.0,0.0,115.0,0.0,0.0
